year,source,nmfs_original_species,location,score,rgn_id,stockid
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,5,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,6,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,7,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,8,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,9,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,10,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,11,REDGMGBSS
2007,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.786996022392478,12,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,1,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,2,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,3,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,4,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,5,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,6,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,7,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,8,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,9,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,10,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,11,REDGMGBSS
2008,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.794999971985817,12,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,1,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,2,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,3,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,4,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,5,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,6,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,7,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,8,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,9,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,10,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,11,REDGMGBSS
2009,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.446496209581241,12,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,1,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,2,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,3,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,4,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,5,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,6,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,7,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,8,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,9,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,10,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,11,REDGMGBSS
2010,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.441761362789707,12,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,1,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,2,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,3,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,4,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,5,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,6,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,7,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,8,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,9,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,10,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,11,REDGMGBSS
2011,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.434659092602405,12,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,1,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,2,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,3,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,4,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,5,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,6,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,7,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,8,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,9,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,10,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,11,REDGMGBSS
2012,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.405644543421328,12,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,1,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,2,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,3,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,4,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,5,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,6,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,7,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,8,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,9,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,10,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,11,REDGMGBSS
2013,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.439531261729396,12,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,1,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,2,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,3,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,4,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,5,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,6,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,7,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,8,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,9,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,10,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,11,REDGMGBSS
2014,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.506889212997348,12,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,1,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,2,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,3,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,4,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,5,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,6,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,7,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,8,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,9,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,10,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,11,REDGMGBSS
2015,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.602272718693271,12,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,1,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,2,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,3,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,4,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,5,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,6,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,7,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,8,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,9,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,10,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,11,REDGMGBSS
2016,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.611447673323611,12,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,1,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,2,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,3,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,4,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,5,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,6,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,7,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,8,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,9,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,10,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,11,REDGMGBSS
2017,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.561917603654843,12,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,1,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,2,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,3,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,4,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,5,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,6,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,7,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,8,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,9,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,10,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,11,REDGMGBSS
2018,NMFS,REDFISH / OCEAN PERCH,Gulf of Maine / Georges Bank,0.522930868499056,12,REDGMGBSS
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,1,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,2,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,3,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,4,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,5,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,6,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,7,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,8,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,9,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,10,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,11,PLAGMMA
2005,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.625,12,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,1,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,2,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,3,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,4,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,5,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,6,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,7,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,8,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,9,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,10,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,11,PLAGMMA
2006,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.62749999264876,12,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,1,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,2,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,3,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,4,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,5,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,6,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,7,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,8,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,9,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,10,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,11,PLAGMMA
2007,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.424724953767989,12,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,1,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,2,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,3,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,4,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,5,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,6,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,7,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,8,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,9,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,10,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,11,PLAGMMA
2008,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.431681182985258,12,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,1,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,2,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,3,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,4,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,5,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,6,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,7,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,8,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,9,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,10,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,11,PLAGMMA
2009,NMFS,"FLOUNDER, AMERICAN PLAICE /DAB",Gulf of Maine / Georges Bank,0.487466428787797,12,PLAGMMA
